GeoFips,GeoName,State,2019
51947,Rockingham + Harrisonburg, VA,40413
51949,Southampton + Franklin, VA,43430
51951,Spotsylvania + Fredericksburg, VA,51896
51953,Washington + Bristol, VA,40164
51955,Wise + Norton, VA,33052
51958,York + Poquoson, VA,59892
53001,Adams, WA,41969
53003,Asotin, WA,46165
53005,Benton, WA,48285
53007,Chelan, WA,55520
53009,Clallam, WA,46524
53011,Clark, WA,54930
53013,Columbia, WA,55286
53015,Cowlitz, WA,45124
53017,Douglas, WA,40798
53019,Ferry, WA,35826
53021,Franklin, WA,39104
53023,Garfield, WA,50454
53025,Grant, WA,40216
53027,Grays Harbor, WA,40319
53029,Island, WA,55908
53031,Jefferson, WA,53765
53033,King, WA,92026
53035,Kitsap, WA,57197
53037,Kittitas, WA,42445
53039,Klickitat, WA,47985
53041,Lewis, WA,44091
53043,Lincoln, WA,44794
53045,Mason, WA,42663
53047,Okanogan, WA,41383
53049,Pacific, WA,40880
53051,Pend Oreille, WA,43497
53053,Pierce, WA,52496
53055,San Juan, WA,79117
53057,Skagit, WA,53221
53059,Skamania, WA,46587
53061,Snohomish, WA,57900
53063,Spokane, WA,46902
53065,Stevens, WA,39894
53067,Thurston, WA,52010
53069,Wahkiakum, WA,44014
53071,Walla Walla, WA,46648
53073,Whatcom, WA,49868
53075,Whitman, WA,40682
53077,Yakima, WA,43910
54001,Barbour, WV,33642
54003,Berkeley, WV,42738
54005,Boone, WV,36504
54007,Braxton, WV,32756
54009,Brooke, WV,45144
54011,Cabell, WV,43890
54013,Calhoun, WV,31409
54015,Clay, WV,32849
54017,Doddridge, WV,30716
54019,Fayette, WV,36763
54021,Gilmer, WV,29646
54023,Grant, WV,37173
54025,Greenbrier, WV,38431
54027,Hampshire, WV,37548
54029,Hancock, WV,43962
54031,Hardy, WV,35261
54033,Harrison, WV,50174
54035,Jackson, WV,39001
54037,Jefferson, WV,52345
54039,Kanawha, WV,49760
54041,Lewis, WV,42121
54043,Lincoln, WV,32449
54045,Logan, WV,38173
54047,McDowell, WV,31832
54049,Marion, WV,43660
54051,Marshall, WV,42781
54053,Mason, WV,34772
54055,Mercer, WV,38645
54057,Mineral, WV,42421
54059,Mingo, WV,33405
54061,Monongalia, WV,46873
54063,Monroe, WV,32450
54065,Morgan, WV,36769
54067,Nicholas, WV,34768
54069,Ohio, WV,59708
54071,Pendleton, WV,37419
54073,Pleasants, WV,44380
54075,Pocahontas, WV,40325
54077,Preston, WV,38023
54079,Putnam, WV,48125
54081,Raleigh, WV,43486
54083,Randolph, WV,38276
54085,Ritchie, WV,39683
54087,Roane, WV,36739
54089,Summers, WV,35079
54091,Taylor, WV,42204
54093,Tucker, WV,43058
54095,Tyler, WV,39583
54097,Upshur, WV,35506
54099,Wayne, WV,35180
54101,Webster, WV,29556
54103,Wetzel, WV,36631
54105,Wirt, WV,32847
54107,Wood, WV,46650
54109,Wyoming, WV,30959
55001,Adams, WI,41511
55003,Ashland, WI,41742
55005,Barron, WI,49873
55007,Bayfield, WI,50299
55009,Brown, WI,53516
55011,Buffalo, WI,46256
55013,Burnett, WI,45431
55015,Calumet, WI,53076
55017,Chippewa, WI,47360
55019,Clark, WI,42504
55021,Columbia, WI,53511
55023,Crawford, WI,42894
55025,Dane, WI,63683
55027,Dodge, WI,45654
55029,Door, WI,63882
55031,Douglas, WI,44251
55033,Dunn, WI,41212
55035,Eau Claire, WI,49728
55037,Florence, WI,58498
55039,Fond du Lac, WI,49922
55041,Forest, WI,42304
55043,Grant, WI,45387
55045,Green, WI,53359
55047,Green Lake, WI,45595
55049,Iowa, WI,49905
55051,Iron, WI,49719
55053,Jackson, WI,45571
55055,Jefferson, WI,47176
55057,Juneau, WI,39769
55059,Kenosha, WI,48550
55061,Kewaunee, WI,48461
55063,La Crosse, WI,52166
55065,Lafayette, WI,43632
55067,Langlade, WI,44288
55069,Lincoln, WI,47030
55071,Manitowoc, WI,47911
55073,Marathon, WI,52203
55075,Marinette, WI,46320
55077,Marquette, WI,42561
55078,Menominee, WI,33696
55079,Milwaukee, WI,48107
55081,Monroe, WI,42274
55083,Oconto, WI,47227
55085,Oneida, WI,51928
55087,Outagamie, WI,52654
55089,Ozaukee, WI,85526
55091,Pepin, WI,49529
55093,Pierce, WI,46871
55095,Polk, WI,47751
55097,Portage, WI,46771
55099,Price, WI,46903
55101,Racine, WI,50729
55103,Richland, WI,44179
55105,Rock, WI,46018
55107,Rusk, WI,44799
55109,St. Croix, WI,57688
55111,Sauk, WI,53842
55113,Sawyer, WI,47730
55115,Shawano, WI,43635
55117,Sheboygan, WI,53217
55119,Taylor, WI,41631
55121,Trempealeau, WI,44875
55123,Vernon, WI,41863
55125,Vilas, WI,52739
55127,Walworth, WI,51156
55129,Washburn, WI,48761
55131,Washington, WI,59878
55133,Waukesha, WI,73883
55135,Waupaca, WI,46735
55137,Waushara, WI,42055
55139,Winnebago, WI,48943
55141,Wood, WI,47911
55901,Shawano (includes Menominee), WI,
56001,Albany, WY,41332
56003,Big Horn, WY,39580
56005,Campbell, WY,54143
56007,Carbon, WY,56227
56009,Converse, WY,65959
56011,Crook, WY,45957
56013,Fremont, WY,46191
56015,Goshen, WY,42398
56017,Hot Springs, WY,64515
56019,Johnson, WY,54662
56021,Laramie, WY,53532
56023,Lincoln, WY,45700
56025,Natrona, WY,70054
56027,Niobrara, WY,48846
56029,Park, WY,58021
56031,Platte, WY,51775
56033,Sheridan, WY,59200
56035,Sublette, WY,54544
56037,Sweetwater, WY,55947
56039,Teton, WY,222893
56041,Uinta, WY,41392
56043,Washakie, WY,51138
56045,Weston, WY,46658
